Time Series 1 = CellDef_1.Attractant (Concentration)

Time,Time Series 1
0,0.0772962451
0.05,0.0772962749
0.10,0.0772963166
0.15,0.0772963464
0.20,0.0772963762
0.25,0.0772963881
0.30,0.0772964299
0.35,0.0772964716
0.40,0.0772965133
0.45,0.0772965968
0.50,0.0772966206
0.55,0.0772966683
0.60,0.0772967100
0.65,0.0772967517
0.70,0.0772968113
0.75,0.0772968471
0.80,0.0772968948
0.85,0.0772969723
0.90,0.0772970438
0.95,0.0772971094
1.00,0.0772971749
1.05,0.0772972345
1.10,0.0772973359
1.15,0.0772974074
1.20,0.0772975028
1.25,0.0772976041
1.30,0.0772977293
1.35,0.0772978127
1.40,0.0772979140
1.45,0.0772979856
1.50,0.0772980928
1.55,0.0772981822
1.60,0.0772982895
1.65,0.0772983849
1.70,0.0772985041
1.75,0.0772986174
1.80,0.0772987545
1.85,0.0772988379
1.90,0.0772989631
1.95,0.0772990704
2.00,0.0772991776
2.05,0.0772993088
2.10,0.0773991644
2.15,0.0775916100
2.20,0.0778698623
2.25,0.0782281101
2.30,0.0786608100
2.35,0.0791631699
2.40,0.0797308564
2.45,0.0803596139
2.50,0.0810458958
2.55,0.0817862213
2.60,0.0825773895
2.65,0.0834164858
2.70,0.0843009710
2.75,0.0852280974
2.80,0.0861958206
2.85,0.0872019053
2.90,0.0882441998
2.95,0.0893207431
3.00,0.0904298663
3.05,0.0915698111
3.10,0.0927389205
3.15,0.0939355671
3.20,0.0951583982
3.25,0.0964059234
3.30,0.0976767659
3.35,0.0989696980
3.40,0.1002834797
3.45,0.1016167164
3.50,0.1029683709
3.55,0.1043372750
3.60,0.1057223439
3.65,0.1071223497
3.70,0.1085363388
3.75,0.1099631786
3.80,0.1114019513
3.85,0.1128516078
3.90,0.1143112659
3.95,0.1157798052
4.00,0.1172563791
4.05,0.1187399387
4.10,0.1202296138
4.15,0.1216074824
4.20,0.1228811145
4.25,0.1240582705
4.30,0.1251456499
4.35,0.1261502147
4.40,0.1270777225
4.45,0.1279341578
4.50,0.1287246346
4.55,0.1294542789
4.60,0.1301276326
4.65,0.1307489276
4.70,0.1313222051
4.75,0.1318509459
4.80,0.1323385835
4.85,0.1327882648
4.90,0.1332028866
4.95,0.1335852146
5.00,0.1339375377
5.05,0.1342621446
5.10,0.1345613718
5.15,0.1348368287
5.20,0.1350906610
5.25,0.1353242040
5.30,0.1356434703
5.35,0.1360416055
5.40,0.1365122676
5.45,0.1370497108
5.50,0.1376482606
5.55,0.1383028507
5.60,0.1390085816
5.65,0.1397609711
5.70,0.1405555725
5.75,0.1413884282
5.80,0.1422559857
5.85,0.1431544542
5.90,0.1440808892
5.95,0.1450318217
6.00,0.1460047126
6.05,0.1469966769
6.10,0.1480051517
6.15,0.1490277171
6.20,0.1500623703
6.25,0.1511069298
6.30,0.1521594524
6.35,0.1532179475
6.40,0.1542808890
6.45,0.1553467989
6.50,0.1564139724
6.55,0.1574811339
6.60,0.1585471988
6.65,0.1596109152
6.70,0.1606710196
6.75,0.1617267013
6.80,0.1627771139
6.85,0.1638213277
6.90,0.1648587227
6.95,0.1658886194
7.00,0.1669103742
7.05,0.1679236412
7.10,0.1689276814
7.15,0.1699223399
7.20,0.1709072113
7.25,0.1718820930
7.30,0.1728466630
7.35,0.1738009453
7.40,0.1747446418
7.45,0.1756779194
7.50,0.1766004443
7.55,0.1775126576
7.60,0.1784142017
7.65,0.1793056607
7.70,0.1801867366
7.75,0.1810580611
7.80,0.1819196105
7.85,0.1827715278
7.90,0.1836143255
7.95,0.1844482660
8.00,0.1852736831
8.05,0.1860908747
8.10,0.1869000793
8.15,0.1877018809
8.20,0.1884966731
8.25,0.1892847776
8.30,0.1900666475
8.35,0.1908427238
8.40,0.1916134238
8.45,0.1923790693
8.50,0.1931403041
8.55,0.1938973427
8.60,0.1946507335
8.65,0.1954009771
8.70,0.1961485386
8.75,0.1968935490
8.80,0.1976366282
8.85,0.1983780265
8.90,0.1991181970
8.95,0.1998574138
9.00,0.2005961418
9.05,0.2013347387
9.10,0.2020733833
9.15,0.2028125525
9.20,0.2035524607
9.25,0.2042932272
9.30,0.2050352335
9.35,0.2057787657
9.40,0.2065239668
9.45,0.2085356474
9.50,0.2092784882
9.55,0.2100238085
9.60,0.2107716084
9.65,0.2124759197
9.70,0.2132402182
9.75,0.2140071869
9.80,0.2147772551
9.85,0.2155501842
9.90,0.2163261652
9.95,0.2171054125
10.00,0.2178876638
10.05,0.2186730385
10.10,0.2194615364
10.15,0.2202530384
10.20,0.2210475683
10.25,0.2218451500
10.30,0.2226456165
10.35,0.2234488249
10.40,0.2242548704
10.45,0.2250638247
10.50,0.2258751869
10.55,0.2266891003
10.60,0.2275055408
10.65,0.2283241987
10.70,0.2291449070
10.75,0.2299678326
10.80,0.2307929516
10.85,0.2316197634
10.90,0.2324482679
10.95,0.2332785130
11.00,0.2341103554
11.05,0.2349436283
11.10,0.2357781649
11.15,0.2366138697
11.20,0.2374508619
11.25,0.2382887363
11.30,0.2391276598
11.35,0.2399673700
11.40,0.2408080101
11.45,0.2416491747
11.50,0.2424909353
11.55,0.2433333635
11.60,0.2441761255
11.65,0.2450193167
11.70,0.2458629131
11.75,0.2467067957
11.80,0.2475509405
11.85,0.2483955383
11.90,0.2492402077
11.95,0.2500850916
12.00,0.2509301662
12.05,0.2517755270
12.10,0.2526208878
12.15,0.2534667015
12.20,0.2543126822
12.25,0.2551588297
12.30,0.2560051918
12.35,0.2568520546
12.40,0.2576991081
12.45,0.2585464001
12.50,0.2593941927
12.55,0.2602423668
12.60,0.2610909939
12.65,0.2619401932
12.70,0.2627899408
12.75,0.2636401892
12.80,0.2644914389
12.85,0.2653431177
12.90,0.2661957502
12.95,0.2670490503
13.00,0.2679035425
13.05,0.2687587023
13.10,0.2696149588
13.15,0.2704723120
13.20,0.2713307381
13.25,0.2721904993
13.30,0.2730517149
13.35,0.2739139318
13.40,0.2747775555
13.45,0.2756426096
13.50,0.2765092373
13.55,0.2773771763
13.60,0.2782467127
13.65,0.2791178226
13.70,0.2799906731
13.75,0.2808650494
13.80,0.2817411661
13.85,0.2826188564
13.90,0.2834983826
13.95,0.2843794584
14.00,0.2852624655
14.05,0.2861470938
14.10,0.2870337725
14.15,0.2879219770
14.20,0.2888120174
14.25,0.2897041321
14.30,0.2905976534
14.35,0.2914930582
14.40,0.2923903465
14.45,0.2932890415
14.50,0.2941897869
14.55,0.2950921059
14.60,0.2959962130
14.65,0.2969018221
14.70,0.2978091478
14.75,0.2987181902
14.80,0.2996285439
14.85,0.3005408049
14.90,0.3014541388
14.95,0.3023692369
15.00,0.3032857180
15.05,0.3042036533
15.10,0.3051230192
15.15,0.3060435534
15.20,0.3069654942
15.25,0.3078886271
15.30,0.3088128805
15.35,0.3097386360
15.40,0.3106651306
15.45,0.3115929127
15.50,0.3125218391
15.55,0.3134516478
15.60,0.3143823624
15.65,0.3153143406
15.70,0.3162471294
15.75,0.3171806097
15.80,0.3181148529
15.85,0.3190500975
15.90,0.3199861288
15.95,0.3209229946
16.00,0.3218604088
16.05,0.3227984428
16.10,0.3237372160
16.15,0.3246766806
16.20,0.3256168127
16.25,0.3265573978
16.30,0.3274985552
16.35,0.3284403086
16.40,0.3293823481
16.45,0.3303249836
16.50,0.3312681913
16.55,0.3322116613
16.60,0.3331555843
16.65,0.3340999842
16.70,0.3350446939
16.75,0.3359896421
16.80,0.3369348764
16.85,0.3378806114
16.90,0.3388264179
16.95,0.3397725344
17.00,0.3407187223
17.05,0.3416651487
17.10,0.3426115274
17.15,0.3435581446
17.20,0.3445046425
17.25,0.3454511881
17.30,0.3463977337
17.35,0.3473439932
17.40,0.3482901335
17.45,0.3492361307
17.50,0.3501816034
17.55,0.3511269808
17.60,0.3520717382
17.65,0.3530161858
17.70,0.3539596558
17.75,0.3549027681
17.80,0.3558449030
17.85,0.3567863226
17.90,0.3577266693
17.95,0.3586659670
18.00,0.3596040964
18.05,0.3605408192
18.10,0.3614760160
18.15,0.3624100208
18.20,0.3633420706
18.25,0.3642724037
18.30,0.3652008295
18.35,0.3661270380
18.40,0.3670511246
18.45,0.3679726362
18.50,0.3688917398
18.55,0.3698079824
