Time Series 1 = CellDef_1.Attractant/CellDef_1 (Concentration/Cells)

Time,Time Series 1
0,0.0029023187
0.05,0.0029023186
0.10,0.0029023183
0.15,0.0029023181
0.20,0.0029023180
0.25,0.0029023178
0.30,0.0029023177
0.35,0.0029023175
0.40,0.0029023173
0.45,0.0029023171
0.50,0.0029023170
0.55,0.0029023169
0.60,0.0029023168
0.65,0.0029023166
0.70,0.0029023164
0.75,0.0029023162
0.80,0.0029023160
0.85,0.0029023159
0.90,0.0029023158
0.95,0.0029023156
1.00,0.0029023155
1.05,0.0029023154
1.10,0.0029023151
1.15,0.0029023150
1.20,0.0029023148
1.25,0.0029023148
1.30,0.0029023146
1.35,0.0029023145
1.40,0.0029023144
1.45,0.0029023142
1.50,0.0029023141
1.55,0.0029023139
1.60,0.0029023137
1.65,0.0029023135
1.70,0.0029023135
1.75,0.0029023133
1.80,0.0029023131
1.85,0.0029023130
1.90,0.0029023128
1.95,0.0029023126
2.00,0.0029023125
2.05,0.0029023124
2.10,0.0029022450
2.15,0.0029021144
2.20,0.0029018859
2.25,0.0029016429
2.30,0.0029013486
2.35,0.0029010065
2.40,0.0029006188
2.45,0.0029001883
2.50,0.0028997175
2.55,0.0028992233
2.60,0.0028986301
2.65,0.0028980488
2.70,0.0028974339
2.75,0.0028967866
2.80,0.0028960954
2.85,0.0028953519
2.90,0.0028946161
2.95,0.0028938537
3.00,0.0028930646
3.05,0.0028922515
3.10,0.0028912619
3.15,0.0028903984
3.20,0.0028896325
3.25,0.0028888005
3.30,0.0028878705
3.35,0.0028869192
3.40,0.0028857431
3.45,0.0028847011
3.50,0.0028836899
3.55,0.0028822549
3.60,0.0028809050
3.65,0.0028798346
3.70,0.0028787469
3.75,0.0028777785
3.80,0.0028766583
3.85,0.0028755223
3.90,0.0028743721
3.95,0.0028732061
4.00,0.0028720261
4.05,0.0028709243
4.10,0.0028697167
4.15,0.0028687164
4.20,0.0028678377
4.25,0.0028672248
4.30,0.0028667139
