Time Series 1 = CellDef_1.runTime (Cells)
Time Series 2 = CellDef_2.runTime (Cells)
Time Series 3 = CellDef_3.runTime (Cells)
Time Series 4 = CellDef_4.runTime (Cells)
Time Series 5 = CellDef_5.runTime (Cells)

Time,Time Series 1,Time Series 2,Time Series 3,Time Series 4,Time Series 5
1.30,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.32,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.36,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.38,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.40,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.42,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.44,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.46,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.50,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.52,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.54,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.56,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.58,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.60,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.62,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.64,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.66,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.68,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.70,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.72,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.74,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.76,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.78,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.80,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.82,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.84,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.86,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.88,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.90,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.92,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.94,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.96,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.98,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.02,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.04,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.06,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.08,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.10,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.12,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.14,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.16,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.18,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.20,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.22,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.24,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.26,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.28,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.30,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.32,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.34,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.36,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.38,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.40,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.42,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.44,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.46,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.48,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.50,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.52,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.54,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.56,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.58,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.60,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.62,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.64,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.66,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.68,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.70,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.72,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.74,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.76,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.78,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.80,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.82,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.84,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.86,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.88,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.90,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.92,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.94,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.96,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
2.98,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.00,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.02,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.04,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.06,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.08,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.10,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.12,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.14,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.16,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.18,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.20,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.22,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.24,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.26,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.28,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.30,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.32,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.34,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.36,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.38,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.40,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.42,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.44,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.46,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.48,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.50,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.52,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.54,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.56,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.58,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.60,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.62,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.64,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.66,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.68,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.70,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.72,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.74,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.76,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.78,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.80,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.82,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.84,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.86,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.88,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.90,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.92,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.94,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.96,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
3.98,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.00,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.02,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.04,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.06,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.08,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.10,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.12,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.14,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.16,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.18,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.20,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.22,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.24,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.26,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.28,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.30,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.32,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.34,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.36,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.38,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.40,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.42,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.44,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.46,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.48,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.50,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.52,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.54,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.56,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.58,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.60,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.62,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.64,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.66,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.68,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.70,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.72,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.74,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.76,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.78,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.80,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.82,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.84,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.86,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.88,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.90,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.92,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.94,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.96,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
4.98,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.00,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.02,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.04,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.06,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.08,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.10,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.12,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.14,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.16,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.18,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.20,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.22,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.24,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.26,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.28,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.30,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.32,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.34,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.36,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.38,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.40,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.42,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.44,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.46,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.48,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.50,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.52,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.54,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.56,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.58,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.60,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.62,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.64,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.66,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.68,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.70,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.72,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.74,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.76,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.78,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.80,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.82,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.84,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.86,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.88,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.90,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.92,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.94,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.96,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
5.98,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
6.00,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
6.02,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
6.04,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0200000000
6.06,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.08,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.10,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.12,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.14,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.16,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.18,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.20,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.22,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.24,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.26,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.28,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.30,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.32,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.34,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.36,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.38,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.40,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.42,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.44,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.46,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.48,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.50,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.52,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.54,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.56,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.58,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.60,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.62,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.64,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.66,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.68,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.70,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.72,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.74,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.76,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.78,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.80,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.82,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.84,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.86,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.88,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.90,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.92,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.94,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.96,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
6.98,0.0200000000,0.0200000000,0.0200000000,0.0200000000,0.0000000000
