"Time Series 1 = CellDef_1.Attractant (Concentration)",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Time","Time Series 1","Time Series 1","Time Series 1","Time Series 1",,"Time Series 2","Time Series 2","Time Series 2","Time Series 2",,"Time Series 3","Time Series 3",
33.15,0.0000018114,0.0519748032,0.0001265779,0.0102667212,,0.05,0.05,0.05,0.05,,0,0,0
33.2,0.0000018524,0.0519036651,0.0001266827,0.0103893824,,0.05,0.05,0.05,0.05,,0,0,0
33.25,0.0000018943,0.051826334,0.0001267771,0.0105158277,,0.05,0.05,0.05,0.05,,0,0,0
33.3,0.000001937,0.0517428517,0.0001268612,0.0106460735,,0.05,0.05,0.05,0.05,,0,0,0
33.35,0.0000019805,0.0516533375,0.0001269348,0.0107800864,,0.05,0.05,0.05,0.05,,0,0,0
33.4,0.0000020249,0.0515578687,0.0001269978,0.01091787,,0.05,0.05,0.05,0.05,,0,0,0
33.45,0.0000020701,0.0514565885,0.0001270501,0.0110594168,,0.05,0.05,0.05,0.05,,0,0,0
33.5,0.0000021163,0.0513495922,0.0001270918,0.0112047024,,0.05,0.05,0.05,0.05,,0,0,0
33.55,0.0000021632,0.0512370408,0.0001271227,0.0113537334,,0.05,0.05,0.05,0.05,,0,0,0
33.6,0.0000022111,0.0511190474,0.0001271428,0.0115064971,,0.05,0.05,0.05,0.05,,0,0,0
33.65,0.0000022599,0.0509957075,0.0001271521,0.011662972,,0.05,0.05,0.05,0.05,,0,0,0
33.7,0.0000023096,0.0508672059,0.0001271506,0.0118231416,,0.05,0.05,0.05,0.05,,0,0,0
33.75,0.0000023602,0.0507336497,0.000127138,0.0119870037,,0.05,0.05,0.05,0.05,,0,0,0
33.8,0.0000024118,0.050595212,0.0001271147,0.0121545464,,0.05,0.05,0.05,0.05,,0,0,0
33.85,0.0000024643,0.0504520774,0.0001270804,0.0123257272,,0.05,0.05,0.05,0.05,,0,0,0
33.9,0.0000025177,0.0503043592,0.0001270351,0.0125005558,,0.05,0.05,0.05,0.05,,0,0,0
33.95,0.0000025721,0.0501522839,0.0001269789,0.0126790091,,0.05,0.05,0.05,0.05,,0,0,0
34,0.0000026274,0.0499959558,0.0001269117,0.0128610596,,0.05,0.05,0.05,0.05,,0,0,0
34.05,0.0000026838,0.0498356432,0.0001268335,0.0130466878,,0.05,0.05,0.05,0.05,,0,0,0
34.1,0.0000027411,0.0496714413,0.0001267444,0.0132358715,,0.05,0.05,0.05,0.05,,0,0,0
34.15,0.0000027994,0.0495035559,0.0001266443,0.0134285927,,0.05,0.05,0.05,0.05,,0,0,0
34.2,0.0000028587,0.0493321955,0.0001265334,0.0136248276,,0.05,0.05,0.05,0.05,,0,0,0
34.25,0.0000029191,0.0498384804,0.0001264114,0.0138245478,,0.05,0.05,0.05,0.05,,0,0,0
34.3,0.0000029804,0.049663347,0.0001262786,0.0140277311,,0.05,0.05,0.05,0.05,,0,0,0
34.35,0.0000030428,0.0494852006,0.0001261348,0.0142343551,,0.05,0.05,0.05,0.05,,0,0,0
34.4,0.0000031062,0.0493043214,0.0001259802,0.0144443899,,0.05,0.05,0.05,0.05,,0,0,0
34.45,0.0000031707,0.0491208345,0.0001258148,0.0146577999,,0.05,0.05,0.05,0.05,,0,0,0
34.5,0.0000032362,0.0489349395,0.0001256386,0.0148745686,,0.05,0.05,0.05,0.05,,0,0,0
34.55,0.0000033028,0.0487468451,0.0001254517,0.0150946572,,0.05,0.05,0.05,0.05,,0,0,0
34.6,0.0000033704,0.0485567093,0.000125254,0.0153180376,,0.05,0.05,0.05,0.05,,0,0,0
34.65,0.0000034391,0.0483647555,0.0001250457,0.0155446753,,0.05,0.05,0.05,0.05,,0,0,0
34.7,0.0000035089,0.0481711715,0.0001248269,0.0157745391,,0.05,0.05,0.05,0.05,,0,0,0
34.75,0.0000035798,0.0479761392,0.0001245975,0.0160075828,,0.05,0.05,0.05,0.05,,0,0,0
34.8,0.0000036518,0.0477798313,0.0001243576,0.0162437916,,0.05,0.05,0.05,0.05,,0,0,0
34.85,0.0000037249,0.0475824416,0.0001241073,0.0164831191,,0.05,0.05,0.05,0.05,,0,0,0
34.9,0.0000037991,0.0473841041,0.0001238466,0.0167255178,,0.05,0.05,0.05,0.05,,0,0,0
34.95,0.0000038744,0.0471850991,0.0001235757,0.0169709772,,0.05,0.05,0.05,0.05,,0,0,0
35,0.0000039508,0.0469855368,0.0001232946,0.0172194287,,0.05,0.05,0,0.05,,0,0,0.05
35.05,0.0000040284,0.046785602,0.000123037,0.017470853,,0.05,0.05,0,0.05,,0,0,0.05
35.1,0.0000041072,0.0465854943,0.0001228026,0.0177251652,,0.05,0.05,0,0.05,,0,0,0.05
35.15,0.000004187,0.0463853657,0.0001225903,0.0179823682,,0.05,0.05,0,0.05,,0,0,0.05
35.2,0.0000042681,0.0461853892,0.0001223996,0.0182424039,,0.05,0.05,0,0.05,,0,0,0.05
35.25,0.0000043503,0.0459856927,0.0001222299,0.0185052186,,0.05,0.05,0,0.05,,0,0,0.05
35.3,0.0000044337,0.0457864791,0.0001220799,0.0187707826,,0.05,0.05,0,0.05,,0,0,0.05
35.35,0.0000045183,0.0455878675,0.0001219489,0.0190390572,,0.05,0.05,0,0.05,,0,0,0.05
35.4,0.000004604,0.0453900784,0.0001218359,0.0193099618,,0.05,0.05,0,0.05,,0,0,0.05
35.45,0.000004691,0.0451931685,0.0001217399,0.019583483,,0.05,0.05,0,0.05,,0,0,0.05
35.5,0.0000047792,0.0449973464,0.0001216602,0.0198595494,,0.05,0.05,0,0.05,,0,0,0.05
35.55,0.0000048687,0.0448027164,0.0001215954,0.0201381311,,0.05,0.05,0,0.05,,0,0,0.05
35.6,0.0000049594,0.0446094066,0.0001215451,0.0204191521,,0.05,0.05,0,0.05,,0,0,0.05
35.65,0.0000050513,0.0444176108,0.0001215083,0.0207025826,,0.05,0.05,0,0.05,,0,0,0.05
35.7,0.0000051446,0.0442273498,0.0001214841,0.0209883779,,0.05,0.05,0,0.05,,0,0,0.05
35.75,0.0000052391,0.044038853,0.0001214718,0.021276468,,0.05,0.05,0,0.05,,0,0,0.05
35.8,0.0000053349,0.0438521951,0.0001214708,0.0215668187,,0.05,0.05,0,0.05,,0,0,0.05
35.85,0.0000054321,0.0436674207,0.0001214802,0.0218593702,,0.05,0.05,0,0.05,,0,0,0.05
35.9,0.0000113926,0.0434847444,0.0001214993,0.0221540749,,0.05,0.05,0,0,,0,0,0.05
35.95,0.0000115901,0.0433041573,0.0001215274,0.0224289805,,0.05,0.05,0,0,,0,0,0.05
36,0.0000117902,0.0431258559,0.0001215639,0.0226852968,,0.05,0.05,0,0,,0,0,0.05
36.05,0.0000119929,0.0429498881,0.0001216085,0.0229241371,,0.05,0.05,0,0,,0,0,0.05
36.1,0.0000121984,0.0427763134,0.0001216604,0.0231466204,,0.05,0.05,0,0,,0,0,0.05
36.15,0.0000124065,0.0426052481,0.0001217193,0.023353821,,0.05,0.05,0,0,,0,0,0.05
36.2,0.0000126176,0.0424367607,0.0001217846,0.0235466927,,0.05,0.05,0,0,,0,0,0.05
36.25,0.0000128314,0.0422709525,0.0001218559,0.0237262309,,0.05,0.05,0,0,,0,0,0.05
36.3,0.0000130483,0.0421078533,0.0001219327,0.0238933221,,0.05,0.05,0,0,,0,0,0.05
36.35,0.0000132681,0.0419475317,0.0001220148,0.0240488067,,0.05,0.05,0,0,,0,0,0.05
36.4,0.0000134911,0.0417900711,0.0001221019,0.024193494,,0.05,0.05,0,0,,0,0,0.05
36.45,0.0000137172,0.0416354775,0.0001221934,0.0243281305,,0.05,0.05,0,0,,0,0,0.05
36.5,0.0000139466,0.0414838731,0.0001222891,0.0244534418,,0.05,0.05,0,0,,0,0,0.05
36.55,0.0000141793,0.041335237,0.0001223888,0.0245700508,,0.05,0.05,0.05,0,,0,0,0
36.6,0.0000144156,0.0411896646,0.0001224745,0.0246785879,,0.05,0.05,0.05,0,,0,0,0
36.65,0.0000146554,0.0410471708,0.0001225472,0.0247796282,,0.05,0.05,0.05,0,,0,0,0
36.7,0.0000148989,0.0409077823,0.0001226073,0.0248737097,,0.05,0.05,0.05,0,,0,0,0
36.75,0.0000151462,0.040771541,0.0001226556,0.0249613091,,0.05,0.05,0.05,0,,0,0,0
36.8,0.0000153975,0.0406384587,0.0001226922,0.0250429392,,0.05,0.05,0.05,0,,0,0,0
36.85,0.0000156529,0.0405085832,0.0001227174,0.0251190037,,0.05,0.05,0.05,0,,0,0,0
36.9,0.0000159125,0.0403819203,0.0001227315,0.0251898944,,0.05,0.05,0.05,0,,0,0,0
36.95,0.0000161766,0.0402584761,0.0001227343,0.0252560228,,0.05,0.05,0.05,0,,0,0,0
37,0.0000164453,0.0401382804,0.000122726,0.0253177315,,0.05,0.05,0.05,0,,0,0,0
37.05,0.0000167187,0.040021345,0.0001227067,0.0253753245,,0.05,0.05,0.05,0,,0,0,0
37.1,0.0000169971,0.0399076521,0.0001226762,0.0254291028,,0.05,0.05,0.05,0,,0,0,0
37.15,0.0000172808,0.0397972375,0.0001226347,0.0254793823,,0.05,0.05,0.05,0,,0,0,0
37.2,0.0000175698,0.0396900952,0.0001225821,0.0255263597,,0.05,0.05,0.05,0,,0,0,0
37.25,0.0000178645,0.0395862073,0.0001225183,0.0255703181,,0.05,0.05,0.05,0.05,,0,0,0
37.3,0.0000181651,0.0394855917,0.0001224433,0.0255845159,,0.05,0.05,0.05,0.05,,0,0,0
37.35,0.0000184719,0.0393882304,0.0001223573,0.0255711764,,0.05,0.05,0.05,0.05,,0,0,0
37.4,0.000018785,0.0392941296,0.0001222601,0.0255324095,,0.05,0.05,0.05,0.05,,0,0,0
37.45,0.000019105,0.0392032474,0.0001221518,0.0254702121,,0.05,0.05,0.05,0.05,,0,0,0
37.5,0.0000194319,0.0391155839,0.0001220324,0.0253864855,,0.05,0.05,0.05,0.05,,0,0,0
37.55,0.0000197662,0.0390311122,0.0001219021,0.0252830207,,0.05,0.05,0.05,0.05,,0,0,0
37.6,0.0000201082,0.0389498383,0.0001217607,0.0251614898,,0.05,0.05,0.05,0.05,,0,0,0
37.65,0.0000204583,0.0388717204,0.0001216084,0.0250234395,,0.05,0.05,0.05,0.05,,0,0,0
37.7,0.0000208168,0.0387967676,0.0001214455,0.0248703808,,0.05,0.05,0.05,0.05,,0,0,0
37.75,0.0000211841,0.0387249231,0.0001212716,0.0247036323,,0.05,0.05,0.05,0.05,,0,0,0
37.8,0.0000215606,0.0386561364,0.0001210872,0.0245244905,,0.05,0.05,0.05,0.05,,0,0,0
37.85,0.0000219468,0.0385904431,0.0001208924,0.0243341938,,0.05,0.05,0.05,0.05,,0,0,0
37.9,0.0000223431,0.0385277599,0.0001206871,0.0241337925,,0.05,0.05,0.05,0.05,,0,0,0
37.95,0.0000227499,0.0384680986,0.0001204717,0.0239243314,,0.05,0.05,0.05,0.05,,0,0,0
38,0.0000231677,0.0384113967,0.000120246,0.023706761,,0.05,0.05,0.05,0.05,,0,0,0
38.05,0.0000235971,0.0383576125,0.0001200105,0.0234819755,,0.05,0.05,0.05,0.05,,0,0,0
38.1,0.0000240385,0.0383067399,0.0001197651,0.0232507885,,0.05,0.05,0.05,0.05,,0,0,0
38.15,0.0000244925,0.0382587254,0.0001195102,0.0230139881,,0.05,0.05,0.05,0.05,,0,0,0
38.2,0.0000249596,0.0382134795,0.0001192456,0.0227722317,,0.05,0.05,0.05,0.05,,0,0,0
38.25,0.0000254403,0.0381710261,0.0001189718,0.022526212,,0.05,0.05,0.05,0.05,,0,0,0
38.3,0.0000259353,0.0381312966,0.0001186887,0.0222764969,,0.05,0.05,0.05,0.05,,0,0,0
38.35,0.0000264451,0.0380942166,0.0001183966,0.0220236778,,0.05,0.05,0.05,0.05,,0,0,0
38.4,0.0000269704,0.038059786,0.0001180956,0.0217682481,,0.05,0.05,0.05,0.05,,0,0,0
38.45,0.0000275118,0.0380279332,0.0001177859,0.0215106785,,0.05,0.05,0.05,0.05,,0,0,0
38.5,0.0000280699,0.0377242118,0.0001174675,0.0212514147,,0.05,0.05,0.05,0.05,,0,0,0
38.55,0.0000286453,0.037694177,0.0001171407,0.020990859,,0.05,0.05,0.05,0.05,,0,0,0
38.6,0.0000292388,0.0376664311,0.0001168057,0.0207293853,,0.05,0.05,0,0.05,,0,0,0.05
38.65,0.0000298509,0.0376408845,0.0001165003,0.0204673529,,0.05,0.05,0,0.05,,0,0,0.05
38.7,0.0000304825,0.0376175404,0.0001162231,0.020205079,,0.05,0.05,0,0.05,,0,0,0.05
38.75,0.0000311341,0.0375962913,0.0001159729,0.0199428394,,0.05,0.05,0,0.05,,0,0,0.05
38.8,0.0000318065,0.0375770599,0.0001157482,0.019680956,,0.05,0.05,0,0.05,,0,0,0.05
38.85,0.0000325004,0.0375597894,0.0001155476,0.0194196403,,0.05,0,0,0.05,,0,0.05,0.05
38.9,0.0000332165,0.0375461936,0.0001153698,0.0191591457,,0.05,0,0,0.05,,0,0.05,0.05
38.95,0.0000339555,0.0375357389,0.0001152133,0.0188996807,,0.05,0,0,0.05,,0,0.05,0.05
39,0.0000395581,0.037527898,0.0001150768,0.0186414212,,0.05,0,0,0.05,,0,0.05,0.05
39.05,0.0000404485,0.0375223041,0.0001149592,0.0183845937,,0.05,0,0,0.05,,0,0.05,0.05
39.1,0.0000413673,0.0375186503,0.0001148592,0.0181293339,,0.05,0,0,0.05,,0,0.05,0.05
39.15,0.0000423154,0.0375166327,0.0001147757,0.0178758383,,0.05,0,0,0.05,,0,0.05,0.05
39.2,0.0000432937,0.0375159979,0.0001147076,0.0176242322,,0.05,0,0,0.05,,0,0.05,0.05
39.25,0.0000443029,0.0375165671,0.000114654,0.0173746482,,0.05,0,0,0.05,,0,0.05,0.05
39.3,0.000045344,0.0375181675,0.0001146138,0.0171272203,,0.05,0,0,0,,0,0.05,0.05
39.35,0.0000464178,0.037520656,0.0001145861,0.0169015899,,0.05,0,0,0,,0,0.05,0.05
39.4,0.0000475252,0.0375238985,0.0001145703,0.0166957244,,0.05,0,0,0,,0,0.05,0.05
39.45,0.000048667,0.0375278443,0.0001145653,0.0165078074,,0.05,0,0,0,,0,0.05,0.05
39.5,0.000049844,0.0375323683,0.0001145705,0.0163362026,,0.05,0,0,0,,0,0.05,0.05
39.55,0.0000510572,0.037537393,0.0001145851,0.0161793962,,0.05,0,0,0,,0,0.05,0.05
39.6,0.0000523073,0.0375428319,0.0001146086,0.0160360768,,0.05,0,0,0,,0,0.05,0.05
39.65,0.0000535954,0.0375486851,0.0001146403,0.0159050614,,0.05,0,0,0,,0,0.05,0.05
39.7,0.0000549221,0.0375549227,0.0001146796,0.0157852367,,0.05,0,0,0,,0,0.05,0.05
39.75,0.0000562885,0.0375614196,0.000114726,0.0156756595,,0.05,0,0,0,,0,0.05,0.05
39.8,0.0000576953,0.0375681788,0.000114779,0.0155754209,,0.05,0,0,0,,0,0.05,0.05
39.85,0.0000591434,0.0375752389,0.000114838,0.0154837132,,0.05,0,0,0,,0,0.05,0.05
39.9,0.0000606337,0.0375825077,0.0001149028,0.0153998166,,0.05,0,0,0,,0,0.05,0.05
39.95,0.0000621671,0.0375899523,0.000114973,0.0153230682,,0.05,0,0.05,0,,0,0.05,0
40,0.0000637445,0.0375975847,0.0001151822,0.0152528867,,0.05,0,0.05,0,,0,0.05,0
40.05,0.0000653666,0.0376053244,0.0001155209,0.0151886985,,0.05,0,0.05,0,,0,0.05,0
40.1,0.0000670344,0.037613219,0.0001159804,0.0151300356,,0.05,0,0.05,0,,0,0.05,0
40.15,0.0000687488,0.0376212299,0.0001165527,0.0150764212,,0.05,0,0.05,0,,0,0.05,0
40.2,0.0000705108,0.0376293808,0.000117231,0.0150274485,,0.05,0,0.05,0,,0,0.05,0
40.25,0.0000723209,0.0376376271,0.000118009,0.0149827451,,0.05,0,0.05,0,,0,0.05,0
40.3,0.0000741804,0.037645936,0.0001188809,0.014941971,,0.05,0,0.05,0,,0,0.05,0
40.35,0.0000760899,0.0376543432,0.0001198418,0.0149047866,,0.05,0,0.05,0,,0,0.05,0
40.4,0.0000780505,0.0376628608,0.0001208868,0.0148709267,,0.05,0,0.05,0,,0,0.05,0
40.45,0.0000800629,0.0376714051,0.0001220117,0.0148401186,,0.05,0,0.05,0,,0,0.05,0
40.5,0.0000821281,0.0376799881,0.000123213,0.0148121253,,0.05,0,0.05,0,,0,0.05,0
40.55,0.0000842471,0.0376886636,0.0001244869,0.0147867262,,0,0,0.05,0,,0.05,0.05,0
40.6,0.0000862631,0.0376973897,0.0001258304,0.014763695,,0,0,0.05,0,,0.05,0.05,0
40.65,0.0000881779,0.0377061218,0.0001272409,0.0147428676,,0,0.05,0.05,0,,0.05,0,0
40.7,0.0000899941,0.0377006918,0.0001287154,0.0147240728,,0,0.05,0.05,0,,0.05,0,0
40.75,0.0000917143,0.0376820713,0.0001302519,0.0147071421,,0,0.05,0.05,0,,0.05,0,0
40.8,0.0000933419,0.0376511276,0.000131848,0.0146919325,,0,0.05,0.05,0,,0.05,0,0
40.85,0.0000948802,0.0376086771,0.0001335019,0.0146783188,,0,0.05,0.05,0,,0.05,0,0
40.9,0.0000963331,0.0375554115,0.0001352118,0.0146661609,,0,0.05,0.05,0,,0.05,0,0
40.95,0.0000977043,0.0374919713,0.0001369759,0.0146553785,,0,0.05,0.05,0,,0.05,0,0
41,0.0000989975,0.0374189198,0.0001387929,0.0146458194,,0,0.05,0.05,0,,0.05,0,0
41.05,0.0001002167,0.037336731,0.0001406615,0.0146374062,,0,0.05,0.05,0,,0.05,0,0
41.1,0.0001013657,0.0372458607,0.0001425803,0.0146300763,,0,0.05,0.05,0,,0.05,0,0
41.15,0.0001024482,0.0371467531,0.0001445483,0.0146237269,,0,0.05,0.05,0,,0.05,0,0
41.2,0.0001034678,0.0370397002,0.0001465642,0.0146182716,,0,0.05,0.05,0,,0.05,0,0
41.25,0.0001044283,0.0369250596,0.0001486272,0.0146136671,,0,0.05,0.05,0.05,,0.05,0,0
41.3,0.000105333,0.0368030846,0.0001507365,0.0145924598,,0,0.05,0.05,0.05,,0.05,0,0
41.35,0.0001061855,0.0366740376,0.0001528915,0.0145560026,,0,0.05,0.05,0.05,,0.05,0,0
41.4,0.0001069886,0.0365381986,0.000155091,0.0145055771,,0,0.05,0.05,0.05,,0.05,0,0
41.45,0.0001077457,0.0363957375,0.0001573347,0.0144424334,,0,0.05,0.05,0.05,,0.05,0,0
41.5,0.0001084595,0.0362468332,0.000159622,0.0143677592,,0,0.05,0.05,0.05,,0.05,0,0
41.55,0.0001091329,0.0360917091,0.0001619523,0.0142826945,,0,0.05,0.05,0.05,,0.05,0,0
41.6,0.0001097683,0.0359304309,0.0001643252,0.0141882882,,0,0.05,0.05,0.05,,0.05,0,0
41.65,0.0001103682,0.035763222,0.0001667401,0.0140855536,,0,0.05,0.05,0.05,,0.05,0,0
41.7,0.0001109354,0.0355901629,0.0001691967,0.0139754087,,0,0.05,0.05,0.05,,0.05,0,0
41.75,0.0001114717,0.0354114264,0.0001716946,0.0138587564,,0,0.05,0.05,0.05,,0.05,0,0
41.8,0.0001119792,0.0352270871,0.0001742335,0.013736394,,0,0.05,0.05,0.05,,0.05,0,0
41.85,0.0001124601,0.0350372821,0.0001768129,0.0136090755,,0,0.05,0.05,0.05,,0.05,0,0
41.9,0.000112916,0.0348420799,0.0001794329,0.0134775072,,0.05,0.05,0.05,0.05,,0,0,0
41.95,0.0001133007,0.0346416295,0.0001820931,0.0133423418,,0.05,0.05,0.05,0.05,,0,0,0
42,0.0001136191,0.0344360203,0.0001847932,0.0132041484,,0.05,0.05,0,0.05,,0,0,0.05
42.05,0.000113876,0.0342253596,0.0001873344,0.0130635127,,0.05,0.05,0,0.05,,0,0,0.05
42.1,0.0001140755,0.0340097368,0.0001897255,0.0129208937,,0.05,0.05,0,0.05,,0,0,0.05
42.15,0.0001142215,0.0337892443,0.0001919749,0.0127767786,,0.05,0.05,0,0.05,,0,0,0.05
42.2,0.0001143176,0.0335639775,0.0001940903,0.0126315758,,0.05,0.05,0,0.05,,0,0,0.05
42.25,0.0001143672,0.0333341032,0.00019608,0.0124856338,,0.05,0.05,0,0.05,,0,0,0.05
42.3,0.0001143732,0.0330996633,0.0001979511,0.0123393215,,0.05,0.05,0,0.05,,0,0,0.05
42.35,0.0001143388,0.0328608066,0.0001997113,0.0121929236,,0.05,0.05,0,0.05,,0,0,0.05
42.4,0.0001142665,0.0326176137,0.0002013675,0.0120467193,,0.05,0.05,0,0.05,,0,0,0.05
42.45,0.0001141589,0.0323702127,0.0002029258,0.0119009413,,0.05,0.05,0,0.05,,0,0,0.05
42.5,0.0001140184,0.0321187377,0.0002043928,0.0117558204,,0.05,0.05,0,0.05,,0,0,0.05
42.55,0.0001138471,0.0318632662,0.0002057744,0.0116115503,,0.05,0.05,0,0.05,,0,0,0.05
42.6,0.0001136472,0.0316039711,0.0002070765,0.0114682816,,0.05,0.05,0,0.05,,0,0,0.05
42.65,0.0001134207,0.0313409567,0.000208304,0.0113261826,,0.05,0.05,0,0.05,,0,0,0.05
42.7,0.0001131694,0.0310743719,0.0002094619,0.0111853689,,0.05,0,0,0.05,,0,0.05,0.05
42.75,0.0001128953,0.030826053,0.000210555,0.0110459477,,0.05,0,0,0.05,,0,0.05,0.05
42.8,0.0001126003,0.0305949807,0.0002115877,0.0109080128,,0.05,0,0,0.05,,0,0.05,0.05
42.85,0.0001122857,0.0303802192,0.0002125642,0.0107716404,,0.05,0,0,0.05,,0,0.05,0.05
42.9,0.0001119535,0.0301808208,0.0002134888,0.0106369041,,0.05,0,0,0.05,,0,0.05,0.05
42.95,0.0001116048,0.0299958259,0.0002143644,0.0105038419,,0.05,0,0,0.05,,0,0.05,0.05
43,0.0001112417,0.0298243463,0.0002151949,0.0103724971,,0.05,0,0,0.05,,0,0.05,0.05
43.05,0.0001108652,0.0296654969,0.0002159834,0.0102429025,,0.05,0,0,0.05,,0,0.05,0.05
43.1,0.0001104768,0.0295184582,0.0002167326,0.0101150736,,0.05,0,0,0.05,,0,0.05,0.05
43.15,0.0001100782,0.0293824375,0.0002174457,0.0099890254,,0.05,0,0,0.05,,0,0.05,0.05
43.2,0.0001096704,0.0292567134,0.0002181248,0.0098647654,,0.05,0,0,0.05,,0,0.05,0.05
43.25,0.0001092549,0.0291405737,0.0002187727,0.0097422898,,0.05,0,0,0.05,,0,0.05,0.05
43.3,0.0001088328,0.0290333331,0.0002193914,0.0088782057,,0.05,0,0,0,,0,0.05,0.05
43.35,0.0001084054,0.0289344132,0.0002199835,0.0087769918,,0.05,0,0,0,,0,0.05,0.05
43.4,0.000107974,0.0288431853,0.0002205504,0.0086851813,,0.05,0,0,0,,0,0.05,0.05
43.45,0.0001579408,0.028759113,0.0002210942,0.0086018346,,0.05,0,0,0,,0,0.05,0.05
43.5,0.0001576189,0.0286817133,0.0002216164,0.0085261025,,0.05,0,0,0,,0,0.05,0.05
43.55,0.0001572984,0.0286104798,0.0002221185,0.0084572472,,0.05,0,0,0,,0,0.05,0.05
43.6,0.0001569803,0.0285450131,0.0002226023,0.0083946101,,0.05,0,0,0,,0,0.05,0.05
43.65,0.0001566664,0.0284848303,0.0002230689,0.0083376035,,0.05,0,0,0,,0,0.05,0.05
43.7,0.0001563579,0.0284295797,0.0002235198,0.0082857125,,0.05,0,0,0,,0,0.05,0.05
43.75,0.0001560563,0.0283789456,0.0002239558,0.0082384713,,0.05,0,0.05,0,,0,0.05,0
43.8,0.0001557627,0.0283325166,0.0002244398,0.0081954613,,0.05,0,0.05,0,,0,0.05,0
43.85,0.0001554789,0.0282900214,0.0002249683,0.0081563078,,0.05,0,0.05,0,,0,0.05,0
43.9,0.0001552059,0.0282511801,0.0002255379,0.0081206769,,0.05,0,0.05,0,,0,0.05,0
43.95,0.0001549451,0.0282157212,0.0002261448,0.0080882542,,0.05,0,0.05,0,,0,0.05,0
44,0.000154698,0.0281833827,0.0002267858,0.0080587886,,0.05,0,0.05,0,,0,0.05,0
44.05,0.0001544654,0.0281539321,0.0002274571,0.0080320045,,0.05,0,0.05,0,,0,0.05,0
44.1,0.0001542489,0.0281271756,0.0002281556,0.0080076978,,0.05,0,0.05,0,,0,0.05,0
44.15,0.0001540497,0.0281028926,0.000228878,0.007985653,,0.05,0,0.05,0,,0,0.05,0
44.2,0.000153869,0.0280809283,0.0002296211,0.0079656795,,0.05,0,0.05,0,,0,0.05,0
44.25,0.0001537079,0.028061077,0.0002303821,0.0079476185,,0.05,0,0.05,0,,0,0.05,0
44.3,0.0001535674,0.0280431807,0.0002311577,0.0079313062,,0.05,0,0.05,0,,0,0.05,0
44.35,0.0001534484,0.0280271322,0.0002319457,0.0079165988,,0.05,0,0.05,0,,0,0.05,0
44.4,0.0001533523,0.0280127376,0.0002327432,0.0079033785,,0.05,0,0.05,0,,0,0.05,0
44.45,0.0001532797,0.0279999375,0.0002335476,0.0078915231,,0.05,0,0.05,0,,0,0.05,0
44.5,0.0001532319,0.0279885858,0.0002343563,0.0078809179,,0.05,0,0.05,0,,0,0.05,0
44.55,0.0001532095,0.0279785693,0.0002351676,0.0078714661,,0.05,0,0.05,0,,0,0.05,0
44.6,0.0001532131,0.0279698074,0.000235979,0.0078630835,,0.05,0,0.05,0,,0,0.05,0
44.65,0.0001532437,0.027962178,0.0002367884,0.0078556813,,0.05,0,0.05,0,,0,0.05,0
44.7,0.0001533019,0.0279556036,0.0002375939,0.0078491874,,0.05,0.05,0.05,0,,0,0,0
44.75,0.0001533881,0.0279244304,0.0002383935,0.0078435287,,0.05,0.05,0.05,0,,0,0,0
44.8,0.000153503,0.0278705597,0.0002391858,0.0078386456,,0.05,0.05,0.05,0,,0,0,0
44.85,0.0001536466,0.0277957648,0.0002399687,0.0078344598,,0.05,0.05,0.05,0,,0,0,0
44.9,0.0001538198,0.0277017087,0.0002407406,0.0078309357,,0.05,0.05,0.05,0.05,,0,0,0
44.95,0.0001540228,0.0275899857,0.0002415003,0.0078236513,,0.05,0.05,0.05,0.05,,0,0,0
45,0.0001542556,0.0274620831,0.0002422459,0.0078129187,,0.05,0.05,0.05,0.05,,0,0,0
45.05,0.0001545183,0.0273193866,0.0002429763,0.007799042,,0.05,0.05,0.05,0.05,,0,0,0
45.1,0.0001548109,0.0271632195,0.0002436901,0.0077823177,,0.05,0.05,0.05,0.05,,0,0,0
45.15,0.0001551335,0.0269947618,0.0002443862,0.0077629954,,0.05,0.05,0.05,0.05,,0,0,0
45.2,0.0001554859,0.0268152207,0.0002450631,0.0077413388,,0.05,0.05,0.05,0.05,,0,0,0
45.25,0.0001558679,0.0266256064,0.0002457196,0.0077175811,,0.05,0.05,0.05,0.05,,0,0,0
45.3,0.0001562793,0.0264268845,0.0002463549,0.0076919429,,0.05,0.05,0.05,0.05,,0,0,0
45.35,0.0001567195,0.0262200236,0.0002469676,0.0076646306,,0.05,0.05,0.05,0.05,,0,0,0
45.4,0.0001571882,0.0260058641,0.0002475566,0.0076358311,,0.05,0.05,0.05,0.05,,0,0,0
45.45,0.0001576849,0.0257851988,0.0002481213,0.0076057307,,0.05,0.05,0.05,0.05,,0,0,0
45.5,0.0001582089,0.0255587667,0.0002486604,0.0075744919,,0.05,0.05,0.05,0.05,,0,0,0
45.55,0.0001587597,0.0253272831,0.000249173,0.0075422674,,0.05,0.05,0.05,0.05,,0,0,0
45.6,0.0001593366,0.0250913829,0.0002496583,0.0075092055,,0.05,0.05,0.05,0.05,,0,0,0
45.65,0.0001599387,0.024851647,0.0002501152,0.0074754365,,0.05,0.05,0.05,0.05,,0,0,0
45.7,0.0001605653,0.0246086344,0.000250543,0.0074410819,,0.05,0.05,0.05,0.05,,0,0,0
