0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	


0	0	0	0	0	0	
0	0	0.00989027	0.00989027	0	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0	0.00989027	0.00989027	0	0	
0	0	0	0	0	0	


0	0	0	0	0	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0.0176284	0.042444	0.042444	0.0176284	0	
0	0.0176284	0.042444	0.042444	0.0176284	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0	0	0	0	0	


0	0	0	0	0	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0.0176284	0.042444	0.042444	0.0176284	0	
0	0.0176284	0.042444	0.042444	0.0176284	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0	0	0	0	0	


0	0	0	0	0	0	
0	0	0.00989027	0.00989027	0	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0.00989027	0.0176284	0.0176284	0.00989027	0	
0	0	0.00989027	0.00989027	0	0	
0	0	0	0	0	0	


0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	




Sum =0.9999995
