"Time Series 6 = CellDef_1.Attractant (Concentration)",,,,,,,,,,
"Time Series 7 = CellDef_2.Attractant (Concentration)",,,,"Time Series 2 = CellDef_2.runTime (Cells)",,,,,,
"Time Series 8 = CellDef_3.Attractant (Concentration)",,,,"Time Series 3 = CellDef_3.runTime (Cells)",,,,,,
"Time Series 9 = CellDef_4.Attractant (Concentration)",,,,"Time Series 4 = CellDef_4.runTime (Cells)",,,,,,
"Time Series 10 = CellDef_5.Attractant (Concentration)",,,,"Time Series 5 = CellDef_5.runTime (Cells)",,,,,,
"Time","Time Series 6","Time Series 7","Time Series 8","Time Series9","Time Series 10","Time Series 1","Time Series 2","Time Series 3","Time Series 4","Time Series 5"
24.48,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.5,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.52,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.54,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.56,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.58,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.6,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0.02,0.02
24.62,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.64,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.66,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.68,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.7,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.72,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.74,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.76,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.78,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.8,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.82,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.84,0.19,0.38,0.25,0.23,0.28,0,0.02,0.02,0,0.02
24.86,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.88,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.9,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.92,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.94,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.96,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
24.98,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.02,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.04,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.06,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.08,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.1,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.12,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.14,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.16,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.18,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.2,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.22,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.24,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.26,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.28,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.3,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.32,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.34,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.36,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.38,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.4,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.42,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.44,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.46,0.19,0.38,0.25,0.23,0.28,0.02,0.02,0.02,0,0.02
25.48,0.19,0.38,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.5,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.52,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.54,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.56,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.58,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.6,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.62,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.64,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.66,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.68,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.7,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.72,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.74,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.76,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.78,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.8,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.82,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.84,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0,0.02
25.86,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.88,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.9,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.92,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.94,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.96,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
25.98,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.02,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.04,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.06,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.08,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.1,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.12,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.14,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.16,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.18,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.2,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.22,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.24,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.26,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.28,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.3,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.32,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.34,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.36,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.38,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.4,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.42,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.44,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.46,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.48,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.5,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.52,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.54,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.56,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.58,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.6,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.62,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.64,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.66,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.68,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.7,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.72,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.74,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.76,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.78,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.8,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.82,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.84,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.86,0.19,0.39,0.26,0.23,0.28,0.02,0.02,0.02,0.02,0.02
26.88,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
26.9,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
26.92,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
26.94,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
26.96,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
26.98,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.02,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.04,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.06,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.08,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.1,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.12,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.14,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.16,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.18,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.2,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.22,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.24,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.26,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.28,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.3,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.32,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.34,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.36,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.38,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.4,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.42,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.44,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.46,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.48,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.5,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.52,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.54,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.56,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.58,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.6,0.19,0.39,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.62,0.19,0.4,0.26,0.23,0.28,0,0.02,0.02,0.02,0.02
27.64,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.66,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.68,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.7,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.72,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.74,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.76,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.78,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.8,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.82,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.84,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.86,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.88,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.9,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.92,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.94,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.96,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
27.98,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
28,0.19,0.4,0.26,0.23,0.28,0,0,0.02,0.02,0.02
28.02,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.04,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.06,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.08,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.1,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.12,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.14,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.16,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.18,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.2,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.22,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.24,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.26,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.28,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.3,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.32,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.34,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.36,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.38,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.4,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.42,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.44,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.46,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.48,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.5,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.52,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.54,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.56,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.58,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.6,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.62,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.64,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.66,0.19,0.4,0.26,0.23,0.28,0.02,0,0.02,0.02,0.02
28.68,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.7,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.72,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.74,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.76,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.78,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.8,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.82,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.84,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.86,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.88,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.9,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.92,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.94,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.96,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
28.98,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.02,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.04,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.06,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.08,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.1,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.12,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.14,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.16,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.18,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.2,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.22,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.24,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.26,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.28,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.3,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.32,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.34,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.36,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.38,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.4,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.42,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.44,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.46,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.48,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.5,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.52,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.54,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.56,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.58,0.19,0.4,0.27,0.23,0.28,0.02,0,0.02,0.02,0.02
29.6,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.62,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.64,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.66,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.68,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.7,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.72,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.74,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.76,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.78,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.8,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.82,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.84,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.86,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.88,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.9,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.92,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.94,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.96,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
29.98,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.02,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.04,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.06,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.08,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.1,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.12,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.14,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.16,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.18,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.2,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.22,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.24,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.26,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.28,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.3,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.32,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.34,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.36,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.38,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.4,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.42,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.44,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.46,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.48,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.5,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.52,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.54,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.56,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.58,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.6,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.62,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.64,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.66,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.68,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.7,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.72,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.74,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.76,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.78,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.8,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.82,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.84,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.86,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
30.88,0.19,0.4,0.27,0.23,0.28,0.02,0.02,0.02,0.02,0.02
