Time Series 2 = group1.runTime (Cells)
Time Series 1 = CellDef_1.group0.runTime (Cells)

Time,Time Series 2,Time Series 1
3.14,0.0200000000,0.0200000000
3.16,0.0200000000,0.0200000000
3.18,0.0200000000,0.0200000000
3.20,0.0200000000,0.0200000000
3.22,0.0200000000,0.0200000000
3.24,0.0200000000,0.0200000000
3.26,0.0200000000,0.0200000000
3.28,0.0200000000,0.0200000000
3.30,0.0200000000,0.0200000000
3.32,0.0200000000,0.0200000000
3.34,0.0200000000,0.0200000000
3.36,0.0200000000,0.0200000000
3.38,0.0200000000,0.0200000000
3.40,0.0200000000,0.0200000000
3.42,0.0200000000,0.0200000000
3.44,0.0200000000,0.0200000000
3.46,0.0200000000,0.0200000000
3.48,0.0200000000,0.0200000000
3.50,0.0200000000,0.0200000000
3.52,0.0200000000,0.0200000000
3.54,0.0200000000,0.0200000000
3.56,0.0200000000,0.0200000000
3.58,0.0200000000,0.0200000000
3.60,0.0200000000,0.0200000000
3.62,0.0200000000,0.0200000000
3.64,0.0200000000,0.0200000000
3.66,0.0200000000,0.0200000000
3.68,0.0200000000,0.0200000000
3.70,0.0200000000,0.0200000000
3.72,0.0200000000,0.0200000000
3.74,0.0200000000,0.0200000000
3.76,0.0200000000,0.0200000000
3.78,0.0200000000,0.0200000000
3.80,0.0200000000,0.0200000000
3.82,0.0200000000,0.0200000000
3.84,0.0200000000,0.0200000000
3.86,0.0200000000,0.0200000000
3.88,0.0200000000,0.0200000000
3.90,0.0200000000,0.0200000000
3.92,0.0200000000,0.0200000000
3.94,0.0200000000,0.0200000000
3.96,0.0200000000,0.0200000000
3.98,0.0200000000,0.0200000000
4.00,0.0200000000,0.0200000000
4.02,0.0200000000,0.0200000000
4.04,0.0000000000,0.0000000000
4.06,0.0000000000,0.0000000000
4.08,0.0000000000,0.0000000000
4.10,0.0000000000,0.0000000000
4.12,0.0000000000,0.0000000000
4.14,0.0000000000,0.0000000000
4.16,0.0000000000,0.0000000000
4.18,0.0000000000,0.0000000000
4.20,0.0000000000,0.0000000000
4.22,0.0000000000,0.0000000000
4.24,0.0000000000,0.0000000000
4.26,0.0000000000,0.0000000000
4.28,0.0000000000,0.0000000000
4.30,0.0000000000,0.0000000000
4.32,0.0000000000,0.0000000000
4.34,0.0000000000,0.0000000000
4.36,0.0000000000,0.0000000000
4.38,0.0000000000,0.0000000000
4.40,0.0000000000,0.0000000000
4.42,0.0000000000,0.0000000000
4.44,0.0000000000,0.0000000000
4.46,0.0000000000,0.0000000000
4.48,0.0000000000,0.0000000000
4.50,0.0000000000,0.0000000000
4.52,0.0000000000,0.0000000000
4.54,0.0000000000,0.0000000000
4.56,0.0000000000,0.0000000000
4.58,0.0000000000,0.0000000000
4.60,0.0000000000,0.0000000000
4.62,0.0000000000,0.0000000000
4.64,0.0000000000,0.0000000000
4.66,0.0000000000,0.0000000000
4.68,0.0000000000,0.0000000000
4.70,0.0000000000,0.0000000000
4.72,0.0000000000,0.0000000000
4.74,0.0000000000,0.0000000000
4.76,0.0000000000,0.0000000000
4.78,0.0000000000,0.0000000000
4.80,0.0000000000,0.0000000000
4.82,0.0000000000,0.0000000000
4.84,0.0000000000,0.0000000000
4.86,0.0000000000,0.0000000000
4.88,0.0000000000,0.0000000000
4.90,0.0000000000,0.0000000000
4.92,0.0000000000,0.0000000000
4.94,0.0000000000,0.0000000000
4.96,0.0000000000,0.0000000000
4.98,0.0000000000,0.0000000000
5.00,0.0000000000,0.0000000000
5.02,0.0000000000,0.0000000000
5.04,0.0000000000,0.0000000000
5.06,0.0000000000,0.0000000000
5.08,0.0000000000,0.0000000000
5.10,0.0000000000,0.0000000000
5.12,0.0000000000,0.0000000000
5.14,0.0000000000,0.0000000000
5.16,0.0000000000,0.0000000000
5.18,0.0000000000,0.0000000000
5.20,0.0000000000,0.0000000000
5.22,0.0000000000,0.0000000000
5.24,0.0000000000,0.0000000000
5.26,0.0000000000,0.0000000000
5.28,0.0000000000,0.0000000000
5.30,0.0000000000,0.0000000000
5.32,0.0200000000,0.0200000000
5.34,0.0200000000,0.0200000000
5.36,0.0200000000,0.0200000000
5.38,0.0200000000,0.0200000000
5.40,0.0200000000,0.0200000000
5.42,0.0200000000,0.0200000000
5.44,0.0200000000,0.0200000000
5.46,0.0200000000,0.0200000000
5.48,0.0200000000,0.0200000000
5.50,0.0200000000,0.0200000000
5.52,0.0200000000,0.0200000000
5.54,0.0200000000,0.0200000000
5.56,0.0200000000,0.0200000000
5.58,0.0200000000,0.0200000000
5.60,0.0200000000,0.0200000000
5.62,0.0200000000,0.0200000000
5.64,0.0200000000,0.0200000000
5.66,0.0200000000,0.0200000000
5.68,0.0200000000,0.0200000000
5.70,0.0200000000,0.0200000000
5.72,0.0200000000,0.0200000000
5.74,0.0200000000,0.0200000000
5.76,0.0200000000,0.0200000000
5.78,0.0200000000,0.0200000000
5.80,0.0200000000,0.0200000000
5.82,0.0200000000,0.0200000000
5.84,0.0200000000,0.0200000000
5.86,0.0200000000,0.0200000000
5.88,0.0200000000,0.0200000000
5.90,0.0200000000,0.0200000000
5.92,0.0200000000,0.0200000000
5.94,0.0200000000,0.0200000000
5.96,0.0200000000,0.0200000000
5.98,0.0200000000,0.0200000000
6.00,0.0200000000,0.0200000000
6.02,0.0200000000,0.0200000000
6.04,0.0200000000,0.0200000000
6.06,0.0200000000,0.0200000000
6.08,0.0200000000,0.0200000000
6.10,0.0200000000,0.0200000000
6.12,0.0200000000,0.0200000000
6.14,0.0200000000,0.0200000000
6.16,0.0200000000,0.0200000000
6.18,0.0200000000,0.0200000000
6.20,0.0200000000,0.0200000000
6.22,0.0200000000,0.0200000000
6.24,0.0200000000,0.0200000000
6.26,0.0200000000,0.0200000000
6.28,0.0200000000,0.0200000000
6.30,0.0200000000,0.0200000000
6.32,0.0200000000,0.0200000000
6.34,0.0200000000,0.0200000000
6.36,0.0200000000,0.0200000000
6.38,0.0200000000,0.0200000000
6.40,0.0200000000,0.0200000000
6.42,0.0200000000,0.0200000000
6.44,0.0200000000,0.0200000000
6.46,0.0200000000,0.0200000000
6.48,0.0200000000,0.0200000000
6.50,0.0200000000,0.0200000000
6.52,0.0200000000,0.0200000000
6.54,0.0200000000,0.0200000000
6.56,0.0200000000,0.0200000000
6.58,0.0200000000,0.0200000000
6.60,0.0200000000,0.0200000000
6.62,0.0200000000,0.0200000000
6.64,0.0200000000,0.0200000000
6.66,0.0200000000,0.0200000000
6.68,0.0200000000,0.0200000000
6.70,0.0200000000,0.0200000000
6.72,0.0200000000,0.0200000000
6.74,0.0200000000,0.0200000000
6.76,0.0200000000,0.0200000000
6.78,0.0200000000,0.0200000000
6.80,0.0200000000,0.0200000000
6.82,0.0200000000,0.0200000000
6.84,0.0200000000,0.0200000000
6.86,0.0200000000,0.0200000000
6.88,0.0200000000,0.0200000000
6.90,0.0200000000,0.0200000000
6.92,0.0200000000,0.0200000000
6.94,0.0200000000,0.0200000000
6.96,0.0200000000,0.0200000000
6.98,0.0200000000,0.0200000000
7.00,0.0200000000,0.0200000000
7.02,0.0200000000,0.0200000000
7.04,0.0200000000,0.0200000000
7.06,0.0200000000,0.0200000000
7.08,0.0200000000,0.0200000000
7.10,0.0200000000,0.0200000000
7.12,0.0200000000,0.0200000000
7.14,0.0200000000,0.0200000000
7.16,0.0200000000,0.0200000000
7.18,0.0200000000,0.0200000000
7.20,0.0200000000,0.0200000000
7.22,0.0200000000,0.0200000000
7.24,0.0200000000,0.0200000000
7.26,0.0200000000,0.0200000000
7.28,0.0200000000,0.0200000000
7.30,0.0200000000,0.0200000000
7.32,0.0200000000,0.0200000000
7.34,0.0200000000,0.0200000000
7.36,0.0200000000,0.0200000000
7.38,0.0200000000,0.0200000000
7.40,0.0200000000,0.0200000000
7.42,0.0200000000,0.0200000000
7.44,0.0200000000,0.0200000000
7.46,0.0200000000,0.0200000000
7.48,0.0200000000,0.0200000000
7.50,0.0200000000,0.0200000000
7.52,0.0200000000,0.0200000000
7.54,0.0200000000,0.0200000000
7.56,0.0200000000,0.0200000000
7.58,0.0200000000,0.0200000000
7.60,0.0200000000,0.0200000000
7.62,0.0200000000,0.0200000000
7.64,0.0200000000,0.0200000000
7.66,0.0200000000,0.0200000000
7.68,0.0200000000,0.0200000000
7.70,0.0200000000,0.0200000000
7.72,0.0200000000,0.0200000000
7.74,0.0200000000,0.0200000000
7.76,0.0200000000,0.0200000000
7.78,0.0200000000,0.0200000000
7.80,0.0200000000,0.0200000000
7.82,0.0200000000,0.0200000000
7.84,0.0200000000,0.0200000000
7.86,0.0200000000,0.0200000000
7.88,0.0200000000,0.0200000000
7.90,0.0200000000,0.0200000000
7.92,0.0200000000,0.0200000000
7.94,0.0200000000,0.0200000000
7.96,0.0200000000,0.0200000000
7.98,0.0200000000,0.0200000000
8.00,0.0200000000,0.0200000000
8.02,0.0200000000,0.0200000000
8.04,0.0200000000,0.0200000000
8.06,0.0200000000,0.0200000000
8.08,0.0200000000,0.0200000000
8.10,0.0200000000,0.0200000000
8.12,0.0200000000,0.0200000000
8.14,0.0200000000,0.0200000000
8.16,0.0200000000,0.0200000000
8.18,0.0200000000,0.0200000000
8.20,0.0200000000,0.0200000000
8.22,0.0200000000,0.0200000000
8.24,0.0200000000,0.0200000000
8.26,0.0200000000,0.0200000000
8.28,0.0200000000,0.0200000000
8.30,0.0200000000,0.0200000000
8.32,0.0200000000,0.0200000000
8.34,0.0200000000,0.0200000000
8.36,0.0200000000,0.0200000000
8.38,0.0200000000,0.0200000000
8.40,0.0200000000,0.0200000000
8.42,0.0200000000,0.0200000000
8.44,0.0200000000,0.0200000000
8.46,0.0200000000,0.0200000000
8.48,0.0200000000,0.0200000000
8.50,0.0200000000,0.0200000000
8.52,0.0200000000,0.0200000000
8.54,0.0200000000,0.0200000000
8.56,0.0200000000,0.0200000000
8.58,0.0200000000,0.0200000000
8.60,0.0200000000,0.0200000000
8.62,0.0200000000,0.0200000000
8.64,0.0200000000,0.0200000000
8.66,0.0200000000,0.0200000000
8.68,0.0200000000,0.0200000000
8.70,0.0200000000,0.0200000000
8.72,0.0200000000,0.0200000000
8.74,0.0200000000,0.0200000000
8.76,0.0200000000,0.0200000000
8.78,0.0200000000,0.0200000000
8.80,0.0200000000,0.0200000000
8.82,0.0200000000,0.0200000000
8.84,0.0200000000,0.0200000000
8.86,0.0200000000,0.0200000000
8.88,0.0200000000,0.0200000000
8.90,0.0200000000,0.0200000000
8.92,0.0200000000,0.0200000000
8.94,0.0200000000,0.0200000000
8.96,0.0200000000,0.0200000000
8.98,0.0200000000,0.0200000000
9.00,0.0200000000,0.0200000000
9.02,0.0200000000,0.0200000000
9.04,0.0200000000,0.0200000000
9.06,0.0200000000,0.0200000000
9.08,0.0200000000,0.0200000000
9.10,0.0200000000,0.0200000000
9.12,0.0200000000,0.0200000000
9.14,0.0200000000,0.0200000000
9.16,0.0200000000,0.0200000000
9.18,0.0200000000,0.0200000000
9.20,0.0200000000,0.0200000000
9.22,0.0200000000,0.0200000000
9.24,0.0200000000,0.0200000000
9.26,0.0200000000,0.0200000000
9.28,0.0200000000,0.0200000000
9.30,0.0200000000,0.0200000000
9.32,0.0200000000,0.0200000000
9.34,0.0200000000,0.0200000000
9.36,0.0200000000,0.0200000000
9.38,0.0200000000,0.0200000000
9.40,0.0200000000,0.0200000000
9.42,0.0200000000,0.0200000000
9.44,0.0200000000,0.0200000000
9.46,0.0200000000,0.0200000000
9.48,0.0200000000,0.0200000000
9.50,0.0200000000,0.0200000000
9.52,0.0200000000,0.0200000000
9.54,0.0200000000,0.0200000000
9.56,0.0200000000,0.0200000000
9.58,0.0200000000,0.0200000000
9.60,0.0200000000,0.0200000000
9.62,0.0200000000,0.0200000000
9.64,0.0200000000,0.0200000000
9.66,0.0200000000,0.0200000000
9.68,0.0200000000,0.0200000000
9.70,0.0200000000,0.0200000000
9.72,0.0200000000,0.0200000000
9.74,0.0200000000,0.0200000000
9.76,0.0200000000,0.0200000000
9.78,0.0200000000,0.0200000000
9.80,0.0200000000,0.0200000000
9.82,0.0200000000,0.0200000000
9.84,0.0200000000,0.0200000000
9.86,0.0200000000,0.0200000000
9.88,0.0200000000,0.0200000000
9.90,0.0200000000,0.0200000000
9.92,0.0200000000,0.0200000000
9.94,0.0200000000,0.0200000000
9.96,0.0200000000,0.0200000000
9.98,0.0200000000,0.0200000000
10.00,0.0200000000,0.0200000000
10.02,0.0200000000,0.0200000000
10.04,0.0200000000,0.0200000000
10.06,0.0200000000,0.0200000000
10.08,0.0200000000,0.0200000000
10.10,0.0200000000,0.0200000000
10.12,0.0200000000,0.0200000000
10.14,0.0200000000,0.0200000000
10.16,0.0200000000,0.0200000000
10.18,0.0200000000,0.0200000000
10.20,0.0200000000,0.0200000000
10.22,0.0200000000,0.0200000000
10.24,0.0200000000,0.0200000000
10.26,0.0200000000,0.0200000000
10.28,0.0200000000,0.0200000000
10.30,0.0200000000,0.0200000000
10.32,0.0200000000,0.0200000000
10.34,0.0200000000,0.0200000000
10.36,0.0200000000,0.0200000000
10.38,0.0200000000,0.0200000000
10.40,0.0200000000,0.0200000000
10.42,0.0200000000,0.0200000000
10.44,0.0200000000,0.0200000000
10.46,0.0200000000,0.0200000000
10.48,0.0200000000,0.0200000000
10.50,0.0200000000,0.0200000000
10.52,0.0200000000,0.0200000000
10.54,0.0200000000,0.0200000000
10.56,0.0200000000,0.0200000000
10.58,0.0200000000,0.0200000000
10.60,0.0200000000,0.0200000000
10.62,0.0200000000,0.0200000000
10.64,0.0200000000,0.0200000000
10.66,0.0200000000,0.0200000000
10.68,0.0200000000,0.0200000000
10.70,0.0200000000,0.0200000000
10.72,0.0200000000,0.0200000000
10.74,0.0200000000,0.0200000000
10.76,0.0200000000,0.0200000000
10.78,0.0200000000,0.0200000000
10.80,0.0200000000,0.0200000000
10.82,0.0200000000,0.0200000000
10.84,0.0200000000,0.0200000000
10.86,0.0200000000,0.0200000000
10.88,0.0200000000,0.0200000000
10.90,0.0200000000,0.0200000000
10.92,0.0200000000,0.0200000000
10.94,0.0200000000,0.0200000000
10.96,0.0200000000,0.0200000000
10.98,0.0200000000,0.0200000000
11.00,0.0200000000,0.0200000000
11.02,0.0200000000,0.0200000000
11.04,0.0200000000,0.0200000000
11.06,0.0200000000,0.0200000000
11.08,0.0200000000,0.0200000000
11.10,0.0200000000,0.0200000000
11.12,0.0200000000,0.0200000000
11.14,0.0200000000,0.0200000000
11.16,0.0200000000,0.0200000000
11.18,0.0200000000,0.0200000000
11.20,0.0200000000,0.0200000000
11.22,0.0200000000,0.0200000000
11.24,0.0200000000,0.0200000000
11.26,0.0200000000,0.0200000000
11.28,0.0200000000,0.0200000000
11.30,0.0200000000,0.0200000000
11.32,0.0200000000,0.0200000000
11.34,0.0200000000,0.0200000000
11.36,0.0200000000,0.0200000000
11.38,0.0200000000,0.0200000000
11.40,0.0200000000,0.0200000000
11.42,0.0200000000,0.0200000000
11.44,0.0200000000,0.0200000000
11.46,0.0200000000,0.0200000000
11.48,0.0200000000,0.0200000000
11.50,0.0200000000,0.0200000000
11.52,0.0200000000,0.0200000000
11.54,0.0200000000,0.0200000000
11.56,0.0200000000,0.0200000000
11.58,0.0200000000,0.0200000000
11.60,0.0200000000,0.0200000000
11.62,0.0200000000,0.0200000000
11.64,0.0200000000,0.0200000000
11.66,0.0200000000,0.0200000000
11.68,0.0200000000,0.0200000000
11.70,0.0200000000,0.0200000000
11.72,0.0200000000,0.0200000000
11.74,0.0200000000,0.0200000000
11.76,0.0200000000,0.0200000000
11.78,0.0200000000,0.0200000000
11.80,0.0200000000,0.0200000000
11.82,0.0200000000,0.0200000000
11.84,0.0200000000,0.0200000000
11.86,0.0200000000,0.0200000000
11.88,0.0200000000,0.0200000000
11.90,0.0200000000,0.0200000000
11.92,0.0200000000,0.0200000000
11.94,0.0200000000,0.0200000000
11.96,0.0200000000,0.0200000000
11.98,0.0200000000,0.0200000000
12.00,0.0200000000,0.0200000000
12.02,0.0200000000,0.0200000000
12.04,0.0200000000,0.0200000000
12.06,0.0200000000,0.0200000000
12.08,0.0200000000,0.0200000000
12.10,0.0200000000,0.0200000000
12.12,0.0200000000,0.0200000000
12.14,0.0200000000,0.0200000000
12.16,0.0200000000,0.0200000000
12.18,0.0200000000,0.0200000000
12.20,0.0200000000,0.0200000000
12.22,0.0200000000,0.0200000000
12.24,0.0200000000,0.0200000000
12.26,0.0200000000,0.0200000000
12.28,0.0200000000,0.0200000000
12.30,0.0200000000,0.0200000000
12.32,0.0200000000,0.0200000000
12.34,0.0200000000,0.0200000000
12.36,0.0200000000,0.0200000000
12.38,0.0200000000,0.0200000000
12.40,0.0200000000,0.0200000000
12.42,0.0200000000,0.0200000000
12.44,0.0200000000,0.0200000000
12.46,0.0200000000,0.0200000000
12.48,0.0200000000,0.0200000000
12.50,0.0200000000,0.0200000000
12.52,0.0200000000,0.0200000000
12.54,0.0200000000,0.0200000000
12.56,0.0200000000,0.0200000000
12.58,0.0200000000,0.0200000000
12.60,0.0200000000,0.0200000000
12.62,0.0200000000,0.0200000000
12.64,0.0200000000,0.0200000000
12.66,0.0200000000,0.0200000000
12.68,0.0200000000,0.0200000000
12.70,0.0200000000,0.0200000000
12.72,0.0200000000,0.0200000000
12.74,0.0200000000,0.0200000000
12.76,0.0200000000,0.0200000000
12.78,0.0200000000,0.0200000000
12.80,0.0200000000,0.0200000000
12.82,0.0200000000,0.0200000000
12.84,0.0200000000,0.0200000000
12.86,0.0200000000,0.0200000000
12.88,0.0200000000,0.0200000000
12.90,0.0200000000,0.0200000000
12.92,0.0200000000,0.0200000000
12.94,0.0200000000,0.0200000000
12.96,0.0200000000,0.0200000000
12.98,0.0200000000,0.0200000000
13.00,0.0200000000,0.0200000000
13.02,0.0200000000,0.0200000000
13.04,0.0200000000,0.0200000000
13.06,0.0200000000,0.0200000000
13.08,0.0200000000,0.0200000000
13.10,0.0200000000,0.0200000000
13.12,0.0200000000,0.0200000000
13.14,0.0200000000,0.0200000000
13.16,0.0200000000,0.0200000000
13.18,0.0200000000,0.0200000000
13.20,0.0200000000,0.0200000000
13.22,0.0200000000,0.0200000000
13.24,0.0200000000,0.0200000000
13.26,0.0200000000,0.0200000000
13.28,0.0200000000,0.0200000000
13.30,0.0200000000,0.0200000000
13.32,0.0200000000,0.0200000000
13.34,0.0200000000,0.0200000000
13.36,0.0200000000,0.0200000000
13.38,0.0200000000,0.0200000000
13.40,0.0000000000,0.0000000000
13.42,0.0000000000,0.0000000000
13.44,0.0000000000,0.0000000000
13.46,0.0000000000,0.0000000000
13.48,0.0000000000,0.0000000000
13.50,0.0000000000,0.0000000000
13.52,0.0000000000,0.0000000000
13.54,0.0000000000,0.0000000000
13.56,0.0000000000,0.0000000000
13.58,0.0000000000,0.0000000000
13.60,0.0000000000,0.0000000000
13.62,0.0000000000,0.0000000000
13.64,0.0000000000,0.0000000000
13.66,0.0000000000,0.0000000000
13.68,0.0000000000,0.0000000000
13.70,0.0000000000,0.0000000000
13.72,0.0000000000,0.0000000000
13.74,0.0000000000,0.0000000000
13.76,0.0000000000,0.0000000000
13.78,0.0000000000,0.0000000000
13.80,0.0000000000,0.0000000000
13.82,0.0000000000,0.0000000000
13.84,0.0000000000,0.0000000000
13.86,0.0000000000,0.0000000000
13.88,0.0000000000,0.0000000000
13.90,0.0000000000,0.0000000000
13.92,0.0000000000,0.0000000000
13.94,0.0000000000,0.0000000000
13.96,0.0000000000,0.0000000000
13.98,0.0000000000,0.0000000000
14.00,0.0000000000,0.0000000000
14.02,0.0000000000,0.0000000000
14.04,0.0000000000,0.0000000000
14.06,0.0000000000,0.0000000000
14.08,0.0000000000,0.0000000000
14.10,0.0000000000,0.0000000000
14.12,0.0000000000,0.0000000000
14.14,0.0000000000,0.0000000000
14.16,0.0000000000,0.0000000000
14.18,0.0000000000,0.0000000000
14.20,0.0000000000,0.0000000000
14.22,0.0000000000,0.0000000000
14.24,0.0000000000,0.0000000000
14.26,0.0000000000,0.0000000000
14.28,0.0000000000,0.0000000000
14.30,0.0000000000,0.0000000000
14.32,0.0000000000,0.0000000000
14.34,0.0000000000,0.0000000000
14.36,0.0000000000,0.0000000000
14.38,0.0000000000,0.0000000000
14.40,0.0000000000,0.0000000000
14.42,0.0000000000,0.0000000000
14.44,0.0000000000,0.0000000000
14.46,0.0000000000,0.0000000000
14.48,0.0000000000,0.0000000000
14.50,0.0000000000,0.0000000000
14.52,0.0000000000,0.0000000000
14.54,0.0000000000,0.0000000000
14.56,0.0000000000,0.0000000000
14.58,0.0000000000,0.0000000000
14.60,0.0000000000,0.0000000000
14.62,0.0200000000,0.0200000000
14.64,0.0200000000,0.0200000000
14.66,0.0200000000,0.0200000000
14.68,0.0200000000,0.0200000000
14.70,0.0200000000,0.0200000000
14.72,0.0200000000,0.0200000000
14.74,0.0200000000,0.0200000000
14.76,0.0200000000,0.0200000000
14.78,0.0200000000,0.0200000000
14.80,0.0200000000,0.0200000000
14.82,0.0200000000,0.0200000000
14.84,0.0200000000,0.0200000000
14.86,0.0200000000,0.0200000000
14.88,0.0200000000,0.0200000000
14.90,0.0200000000,0.0200000000
14.92,0.0200000000,0.0200000000
14.94,0.0200000000,0.0200000000
14.96,0.0200000000,0.0200000000
14.98,0.0200000000,0.0200000000
15.00,0.0200000000,0.0200000000
15.02,0.0200000000,0.0200000000
15.04,0.0200000000,0.0200000000
15.06,0.0200000000,0.0200000000
15.08,0.0200000000,0.0200000000
15.10,0.0200000000,0.0200000000
15.12,0.0200000000,0.0200000000
15.14,0.0200000000,0.0200000000
15.16,0.0200000000,0.0200000000
15.18,0.0200000000,0.0200000000
15.20,0.0200000000,0.0200000000
15.22,0.0200000000,0.0200000000
15.24,0.0200000000,0.0200000000
15.26,0.0200000000,0.0200000000
15.28,0.0200000000,0.0200000000
15.30,0.0200000000,0.0200000000
15.32,0.0200000000,0.0200000000
15.34,0.0200000000,0.0200000000
15.36,0.0200000000,0.0200000000
15.38,0.0200000000,0.0200000000
