0	0	0	0	0	
0	0.001478089	0.003036635	0.001478089	0	
0	0.003036635	0.006238566	0.003036635	0	
0	0.001478089	0.003036635	0.001478089	0	
0	0	0	0	0	


0	0.001478089	0.003036635	0.001478089	0	
0.001478089	0.01281672	0.02633109	0.01281672	0.001478089	
0.003036635	0.02633109	0.05409546	0.02633109	0.003036635	
0.001478089	0.01281672	0.02633109	0.01281672	0.001478089	
0	0.001478089	0.003036635	0.001478089	0	


0	0.003036635	0.006238566	0.003036635	0	
0.003036635	0.02633109	0.05409546	0.02633109	0.003036635	
0.006238566	0.05409546	0.1111355	0.05409546	0.006238566	
0.003036635	0.02633109	0.05409546	0.02633109	0.003036635	
0	0.003036635	0.006238566	0.003036635	0	


0	0.001478089	0.003036635	0.001478089	0	
0.001478089	0.01281672	0.02633109	0.01281672	0.001478089	
0.003036635	0.02633109	0.05409546	0.02633109	0.003036635	
0.001478089	0.01281672	0.02633109	0.01281672	0.001478089	
0	0.001478089	0.003036635	0.001478089	0	


0	0	0	0	0	
0	0.001478089	0.003036635	0.001478089	0	
0	0.003036635	0.006238566	0.003036635	0	
0	0.001478089	0.003036635	0.001478089	0	
0	0	0	0	0	




Sum =0.9999995
Interpolations

8.482379E-05	0.0003165219	0.0005005276	0.0003165219	8.482379E-05	
0.0003165219	0.002277656	0.004139352	0.002277657	0.0003165219	
0.0005005278	0.004139353	0.007653535	0.004139354	0.0005005278	
0.0003165219	0.002277657	0.004139354	0.002277657	0.0003165219	
8.482381E-05	0.0003165219	0.0005005279	0.0003165219	8.482381E-05	


0.000316522	0.002277657	0.004139352	0.002277657	0.000316522	
0.002277657	0.01318493	0.02509617	0.01318493	0.002277657	
0.004139353	0.02509617	0.04832609	0.02509617	0.004139353	
0.002277657	0.01318493	0.02509617	0.01318493	0.002277657	
0.000316522	0.002277657	0.004139354	0.002277657	0.000316522	


0.0005005279	0.004139354	0.007653536	0.004139353	0.0005005278	
0.004139354	0.02509617	0.0483261	0.02509617	0.004139354	
0.007653536	0.0483261	0.09397087	0.0483261	0.007653536	
0.004139354	0.02509617	0.0483261	0.02509617	0.004139354	
0.0005005279	0.004139354	0.007653537	0.004139354	0.0005005279	


0.0003165219	0.002277657	0.004139354	0.002277657	0.0003165219	
0.002277657	0.01318493	0.02509617	0.01318493	0.002277657	
0.004139354	0.02509617	0.04832611	0.02509617	0.004139354	
0.002277657	0.01318493	0.02509617	0.01318493	0.002277657	
0.000316522	0.002277658	0.004139354	0.002277657	0.000316522	


8.482381E-05	0.000316522	0.0005005279	0.000316522	8.482381E-05	
0.000316522	0.002277658	0.004139354	0.002277658	0.000316522	
0.0005005279	0.004139354	0.007653538	0.004139354	0.0005005279	
0.000316522	0.002277658	0.004139354	0.002277658	0.000316522	
8.482382E-05	0.000316522	0.0005005279	0.000316522	8.482382E-05	


