0.18,2.02
0.185,6.0600000000000005
0.19,2.02
0.195,10.1
0.2,2.02
0.20500000000000002,4.04
0.21,2.6933333333333334
0.215,4.545
0.21500000000000002,20.2
0.22,2.02
0.225,8.08
0.22999999999999998,34.34
0.23,3.0300000000000002
0.235,3.7033333333333336
0.24,4.460833333333333
0.255,30.3
0.27,20.2
0.28,4.04
0.28500000000000003,8.08
0.29,2.02
0.315,70.7
0.31500000000000006,32.32
0.325,18.18
0.335,10.1
0.345,2.02
0.35,2.02
0.35500000000000004,16.16
0.36,2.02
0.375,8.08
0.38,14.14
0.41,10.100000000000001
0.415,3.0300000000000002
0.43500000000000005,40.4
0.44,12.120000000000001
0.455,16.16
0.46499999999999997,2.02
0.485,2.02
0.505,2.02
0.51,6.06
0.515,22.22
0.52,26.933333333333337
0.525,5.386666666666667
0.53,3.03
0.5333333333333333,4.04
0.5400000000000001,32.32
0.5571428571428572,34.34
0.575,9.09
0.58,2.02
0.585,4.04
0.59,4.04
0.6,2.02
0.605,14.14
0.61,2.02
0.615,13.466666666666667
0.63,3.703333333333333
0.635,2.02
0.65,13.13
0.655,10.1
0.66,2.02
0.665,3.0300000000000002
0.6749999999999999,34.34
0.675,6.0600000000000005
0.695,10.1
0.705,2.02
0.7099999999999999,22.22
0.715,5.05
0.73,2.02
0.7750000000000001,32.32
0.7900000000000001,24.240000000000002
0.805,2.02
0.815,2.02
0.8150000000000001,20.2
0.82,6.0600000000000005
0.84,2.02
0.85,2.02
0.855,2.02
0.875,20.2
0.885,2.02
0.895,2.02
0.905,2.02
